SUBJECT,COURSENO,SECTIONNO,TITLE,FACULTY,CREDITS,INSTRUCTORFULLNAME,PARTOFTERM,COREQUISITE,PREREQUISITE,DESCRIPTION,SCHEDULEFORPRINT
PHYS,101L,A3,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 10:40 - 12:30
"
PHYS,101L,A4,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 10:40 - 12:30
"
PHYS,101L,B1,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Salı | 10:40 - 12:30
"
PHYS,101L,B2,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Salı | 10:40 - 12:30
"
PHYS,101L,B3,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Salı | 10:40 - 12:30
"
PHYS,101L,B4,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Salı | 10:40 - 12:30
"
PHYS,101L,C1,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 14:40 - 16:30
"
PHYS,101L,C2,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 14:40 - 16:30
"
PHYS,101L,C3,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 14:40 - 16:30
"
PHYS,101L,C4,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 14:40 - 16:30
"
PHYS,101L,D1,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 10:40 - 12:30
"
PHYS,101L,D2,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 10:40 - 12:30
"
PHYS,101L,D3,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 10:40 - 12:30
"
PHYS,101L,D4,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 10:40 - 12:30
"
PHYS,101L,E1,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 12:40 - 14:30
"
PHYS,101L,E2,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 12:40 - 14:30
"
PHYS,101L,E3,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 12:40 - 14:30
"
PHYS,101L,E4,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Perşembe | 12:40 - 14:30
"
PHYS,102,A,Fizik II,Mühendislik Fakültesi,8,TAYLAN AKDOĞAN,UG Tam,PHYS 102L,PHYS 101,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir.","Salı | 10:40 - 12:30
Perşembe | 10:40 - 12:30
"
PHYS,102,B,Fizik II,Mühendislik Fakültesi,8,BARIŞ DEMİRBAY,UG Tam,PHYS 102L,PHYS 101,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir.","Çarşamba | 10:40 - 12:30
Cuma | 10:40 - 12:30
"
PHYS,102,C,Fizik II,Mühendislik Fakültesi,8,BARIŞ DEMİRBAY,UG Tam,PHYS 102L,PHYS 101,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir.","Çarşamba | 14:40 - 16:30
Cuma | 14:40 - 16:30
"
PHYS,102L,A1,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 14:40 - 16:30
"
PHYS,102L,A2,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 14:40 - 16:30
"
PHYS,102L,A3,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 14:40 - 16:30
"
PHYS,102L,A4,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 14:40 - 16:30
"
PHYS,102L,B1,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 10:40 - 12:30
"
PHYS,102L,B2,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 10:40 - 12:30
"
PHYS,102L,B3,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 10:40 - 12:30
"
PHYS,102L,B4,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Cuma | 10:40 - 12:30
"
PHYS,102L,C1,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Salı | 08:40 - 10:30
"
PHYS,102L,C2,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Salı | 08:40 - 10:30
"
PHYS,102L,C3,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Salı | 08:40 - 10:30
"
PHYS,102L,C4,Fizik II - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 102,,,"Salı | 08:40 - 10:30
"
PHYS,103,A,Havacılık için Fizik I,Mühendislik Fakültesi,6,BARIŞ DEMİRBAY,UG Tam,PHYS 103L and PHYS 103R,,"Bu ders pilot eğitimi lisans programı öğrencileri için cebir tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Pazartesi | 08:40 - 10:30
"
PHYS,103L,A,Havacılık için Fizik 1 - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 103 and PHYS 103R,,,"Salı | 12:40 - 14:30
"
PHYS,103R,A,Havacılık için Fizik 1 - Rec.,Mühendislik Fakültesi,0, ,UG Tam,-,,,"Cuma | 08:40 - 10:30
"
PHYS,221,A,Modern Fiziğe Giriş,Mühendislik Fakültesi,6,KAAN GÜVEN,UG Tam,,PHYS 101 and MATH 103 and MATH 104,"Bu ders maddenin atomik yapısından evreni şu an nasıl anladığımıza kadar geniş bir alanda, giriş niteliğinde bir fizik dersidir. Özel görelilik kuramı, dalga parçacık ikiliği ve giriş kuantum mekaniği işlenecek ana konulardır. Nükleer fizik, parçacık fiziği ve kozmoloji dersin diğer konularıdır.","Salı | 12:40 - 14:30
Çarşamba | 12:40 - 14:30
"
