SUBJECT,COURSENO,SECTIONNO,TITLE,FACULTY,CREDITS,INSTRUCTORFULLNAME,PARTOFTERM,COREQUISITE,PREREQUISITE,DESCRIPTION,SCHEDULEFORPRINT
MATH,104,B,Mühendislik için Yüksek Matematik II,Mühendislik Fakültesi,8,SAADET ERBAY,UG Tam,MATH 104R,MATH103,"MATH 104 tek değişkenli ve çok değişkenli fonksiyonların diferansiyel ve integral hesabını kapsar. İçerdiği konular sonsuz diziler ve seriler, parametrik denklemler, kutupsal koordinatlar, vektörler, vektör-değerli fonksiyonlar,  kısmi türevler ve çok katlı integraller şeklindedir.","Pazartesi | 10:40 - 12:30
Çarşamba | 14:40 - 16:30
"
MATH,104R,A,Mühendislik için Yüksek Matematik II - Rec.,Mühendislik Fakültesi,0,SONGÜL ESİN,UG Tam,MATH 104,,,"Perşembe | 14:40 - 16:30
"
MATH,104R,B,Mühendislik için Yüksek Matematik II - Rec.,Mühendislik Fakültesi,0,SONGÜL ESİN,UG Tam,MATH 104,,,"Perşembe | 12:40 - 14:30
"
MATH,107,A,Sosyal Bilimler için Matematik I,Mühendislik Fakültesi,6,SONGÜL ESİN,UG Tam,MATH107R,,"Bu ders tek değişkenli fonksiyonların diferansiyel ve integral hesabını kapsar. İçerdiği konular; fonksiyonlar ve grafikleri, doğrusal ve kuadratik (ikinci dereceden polinomlar) fonksiyonlar, limit ve süreklilik, türev, türev kuralları, kapalı türetme, logaritmik türetme, eğri çizimi, belirsiz integral, belirli integral, integrasyon yöntemleri ve belirli integral uygulamaları ve genelleştirilmiş integraller ","Perşembe | 08:40 - 11:30
"
MATH,107R,A,Sosyal Bilimler için Matematik I - Rec.,Mühendislik Fakültesi,0, ,UG Tam,MATH 107,,,"Cuma | 14:40 - 15:30
"
MATH,112,A,Ayrık Matematik,Mühendislik Fakültesi,6,SELÇUK DEMİR,UG Tam,,,"Öğrenciler hem teorik ve hem gerçek-dünya problemlerini matematiksel soyutlama yoluyla modeller ve bu problemlere en iyi ya da en iyiye yaklaşık çözüm geliştirirler. Öğrencilerin küme, matris, mantık denklemleri, özyinelemeli fonksiyonlar, ve çizgeleri tanır hale gelmeleri beklenir. Bilgisayar mühendisliğinde kullanılan bazı temel matematiksel kavramlar işlenir. Kapsanan konular arasında mantık ve kanıtlar, küme kuramı, bağıntı ve fonksiyonlar, tümevarım ve özyineleme, sayma kuramı, permütasyon, ayrık olasılık, çizge ve ağaç yapıları ile Boolean cebir yer alır. ","Çarşamba | 08:40 - 10:30
Cuma | 14:40 - 16:30
"
MATH,112,B,Ayrık Matematik,Mühendislik Fakültesi,6,SELÇUK DEMİR,UG Tam,,,"Öğrenciler hem teorik ve hem gerçek-dünya problemlerini matematiksel soyutlama yoluyla modeller ve bu problemlere en iyi ya da en iyiye yaklaşık çözüm geliştirirler. Öğrencilerin küme, matris, mantık denklemleri, özyinelemeli fonksiyonlar, ve çizgeleri tanır hale gelmeleri beklenir. Bilgisayar mühendisliğinde kullanılan bazı temel matematiksel kavramlar işlenir. Kapsanan konular arasında mantık ve kanıtlar, küme kuramı, bağıntı ve fonksiyonlar, tümevarım ve özyineleme, sayma kuramı, permütasyon, ayrık olasılık, çizge ve ağaç yapıları ile Boolean cebir yer alır. ","Pazartesi | 08:40 - 10:30
Cuma | 08:40 - 10:30
"
MATH,201,A,Sosyal Bilimler için Olasılık,Mühendislik Fakültesi,6,SEÇKİN ÖZBİLEN,UG Tam,MATH 201R,BUS 101 or (BUS 100 and BUS 190) and MATH 101,"Bu ders olasılık teorisinin temellerini ve yönetim uygulamalarını kapsar. Dahil olan konular kombinatoriyal analizin olasılıkların hesaplanması için kullanılması, olasılık aksiyomları, koşullu olasılık ve bağımsız olaylar, kesintili ve sürekli rassal değişkenler, bileşik, marjinal ve koşullu yoğunluk fonksiyonlar; ve büyük sayılar kanunlarıdır. Olasılığın temel kuramlarının yönetimsel kararlar vermek için kullanımına ağırlık verilir.","Çarşamba | 15:40 - 18:30
"
MATH,201,B,Sosyal Bilimler için Olasılık,Mühendislik Fakültesi,6,SEÇKİN ÖZBİLEN,UG Tam,MATH 201R,BUS 101 or (BUS 100 and BUS 190) and MATH 101,"Bu ders olasılık teorisinin temellerini ve yönetim uygulamalarını kapsar. Dahil olan konular kombinatoriyal analizin olasılıkların hesaplanması için kullanılması, olasılık aksiyomları, koşullu olasılık ve bağımsız olaylar, kesintili ve sürekli rassal değişkenler, bileşik, marjinal ve koşullu yoğunluk fonksiyonlar; ve büyük sayılar kanunlarıdır. Olasılığın temel kuramlarının yönetimsel kararlar vermek için kullanımına ağırlık verilir.","Salı | 11:40 - 14:30
"
MATH,201,C,Sosyal Bilimler için Olasılık,Mühendislik Fakültesi,6,ZEHRA ZEYNEP ŞAHİNBAŞOĞLU,UG Tam,MATH 201R,BUS 101 or (BUS 100 and BUS 190) and MATH 101,"Bu ders olasılık teorisinin temellerini ve yönetim uygulamalarını kapsar. Dahil olan konular kombinatoriyal analizin olasılıkların hesaplanması için kullanılması, olasılık aksiyomları, koşullu olasılık ve bağımsız olaylar, kesintili ve sürekli rassal değişkenler, bileşik, marjinal ve koşullu yoğunluk fonksiyonlar; ve büyük sayılar kanunlarıdır. Olasılığın temel kuramlarının yönetimsel kararlar vermek için kullanımına ağırlık verilir.","Çarşamba | 15:40 - 18:30
"
MATH,201R,A,Sosyal Bilimler için Olasılık - Rec.,Mühendislik Fakültesi,0,SEÇKİN ÖZBİLEN,UG Tam,MATH 201,,,"Cuma | 17:40 - 18:30
"
MATH,201R,B,Sosyal Bilimler için Olasılık - Rec.,Mühendislik Fakültesi,0,SEÇKİN ÖZBİLEN,UG Tam,MATH 201,,,"Cuma | 14:40 - 15:30
"
MATH,201R,C,Sosyal Bilimler için Olasılık - Rec.,Mühendislik Fakültesi,0,ZEHRA ZEYNEP ŞAHİNBAŞOĞLU,UG Tam,MATH 201,,,"Cuma | 11:40 - 12:30
"
MATH,202,A,Sosyal Bilimler için İstatistik,Mühendislik Fakültesi,6,SEÇKİN ÖZBİLEN,UG Tam,MATH 202R,MATH 102 and MATH 201,"Bu dersin amacı istatistiksel metotların teorisinin güçlü bir altyapısını oluşturmak ve bu metotların iş kararlarına uygulamalarını tanıtmaktır. Aynı zamanda, ekonometri ve nicel teknikler kullanan başka birçok alan dersine altyapı sağlar. Bu derste işlenecek konular örnekleme, tahmin edicilerin özellikleri, güven aralıkları, hipotez testleri ve basit regresyon analizinden  oluşmaktadır. Teorik bakış açısının yanında, Excel uygulamaları ile öğretilen metotların işletme ve ekonomi alanlarındaki uygulamaları da anlatılır. ","Çarşamba | 12:40 - 15:30
"
MATH,202,B,Sosyal Bilimler için İstatistik,Mühendislik Fakültesi,6,SEÇKİN ÖZBİLEN,UG Tam,MATH 202R,MATH 102 and MATH 201,"Bu dersin amacı istatistiksel metotların teorisinin güçlü bir altyapısını oluşturmak ve bu metotların iş kararlarına uygulamalarını tanıtmaktır. Aynı zamanda, ekonometri ve nicel teknikler kullanan başka birçok alan dersine altyapı sağlar. Bu derste işlenecek konular örnekleme, tahmin edicilerin özellikleri, güven aralıkları, hipotez testleri ve basit regresyon analizinden  oluşmaktadır. Teorik bakış açısının yanında, Excel uygulamaları ile öğretilen metotların işletme ve ekonomi alanlarındaki uygulamaları da anlatılır. ","Pazartesi | 13:40 - 16:30
"
MATH,202R,A,Sosyal Bilimler İçin İstatistik - Uygulama,Mühendislik Fakültesi,0,SEÇKİN ÖZBİLEN,UG Tam,MATH 202,,,"Cuma | 08:40 - 09:30
"
MATH,202R,B,Sosyal Bilimler İçin İstatistik - Uygulama,Mühendislik Fakültesi,0,SEÇKİN ÖZBİLEN,UG Tam,MATH 202,,,"Cuma | 11:40 - 12:30
"
MATH,211,A,Doğrusal Cebir,Mühendislik Fakültesi,6,BURÇİN GÜNEŞ,UG Tam,MATH 211R,MATH 103,"Bu dersin konuları vektörler ve matrisler, doğrusal denklemler ve çözümleri, vektör uzayları ve alt uzaylar, determinantlar, kompleks cebir, öz değer ve öz vektörlerdir","Çarşamba | 16:40 - 18:30
Cuma | 16:40 - 17:30
"
MATH,211,B,Doğrusal Cebir,Mühendislik Fakültesi,6,BURÇİN GÜNEŞ,UG Tam,MATH 211R,MATH 103,"Bu dersin konuları vektörler ve matrisler, doğrusal denklemler ve çözümleri, vektör uzayları ve alt uzaylar, determinantlar, kompleks cebir, öz değer ve öz vektörlerdir","Pazartesi | 16:40 - 18:30
Salı | 14:40 - 15:30
"
MATH,211R,A,Doğrusal Cebir - Uygulama,Mühendislik Fakültesi,0,BURÇİN GÜNEŞ,UG Tam,MATH 211,,,"Cuma | 17:40 - 18:30
"
MATH,211R,B,Doğrusal Cebir - Uygulama,Mühendislik Fakültesi,0,BURÇİN GÜNEŞ,UG Tam,MATH 211,,,"Salı | 15:40 - 16:30
"
MATH,212,A,Diferansiyel Denklemler,Mühendislik Fakültesi,6,HANDAN BORLUK,UG Tam,,MATH 104,"MATH 212 diferansiyel denklemlerin (DD) çözüm tekniklerini kapsar ve ikinci mertebe kısmi diferansiyel denklemler (KDD) için sınır-değer problemlerine bir giriş içerir. İçerdiği konular birinci mertebe DD, ikinci ve daha yukarı mertebe doğrusal DD, ikinci mertebe doğrusal DD için seri çözümleri, Laplace dönüşümü, birinci mertebe doğrusal DD sistemleri ve ikinci mertebe doğrusal KDD şeklindedir.","Pazartesi | 14:40 - 16:30
Çarşamba | 10:40 - 12:30
"
MATH,212,B,Diferansiyel Denklemler,Mühendislik Fakültesi,6,HANDAN BORLUK,UG Tam,,MATH 104,"MATH 212 diferansiyel denklemlerin (DD) çözüm tekniklerini kapsar ve ikinci mertebe kısmi diferansiyel denklemler (KDD) için sınır-değer problemlerine bir giriş içerir. İçerdiği konular birinci mertebe DD, ikinci ve daha yukarı mertebe doğrusal DD, ikinci mertebe doğrusal DD için seri çözümleri, Laplace dönüşümü, birinci mertebe doğrusal DD sistemleri ve ikinci mertebe doğrusal KDD şeklindedir.","Pazartesi | 10:40 - 12:30
Çarşamba | 14:40 - 16:30
"
MATH,215,A,Olasılık ve Rassal Değişkenler,Mühendislik Fakültesi,6,ENİS KAYIŞ,UG Tam,MATH 215R,MATH 104,"Topics include axioms of probability, combinatorial methods, discrete and continuous random variables, distribution and density functions, concepts of expected value, variance, and moments, joint and conditional distribution, jointly distributed random variables, probabilistic inequalities and limit theorems, decision making under uncertainty and their applications in industrial engineering models that involve uncertainties.","Çarşamba | 15:40 - 18:30
"
MATH,215R,A,Olasılık ve Rassal Değişkenler - Rec.,Mühendislik Fakültesi,0,ENİS KAYIŞ,UG Tam,MATH 215,,,"Perşembe | 08:40 - 10:30
"
MATH,215R,B,Olasılık ve Rassal Değişkenler - Rec.,Mühendislik Fakültesi,0,ENİS KAYIŞ,UG Tam,MATH 215,,,"Perşembe | 08:40 - 10:30
"
MATH,216,A,Uygulamalı İstatistik,Mühendislik Fakültesi,6,DİLEK GÜNNEÇ DANIŞ,UG Tam,MATH216R,MATH 215,"Descriptive statistics, the concepts of sampling distributions, point and interval estimation, hypothesis testing and p-values, chi-square tests on frequency data, goodness of fit tests, simple linear regression and analysis of variance.","Çarşamba | 08:40 - 11:30
"
MATH,216R,A,Uygulamalı istatistik - Uygulama ,Mühendislik Fakültesi,0,DİLEK GÜNNEÇ DANIŞ,UG Tam,MATH 216,,,"Cuma | 08:40 - 10:30
"
MATH,217,A,Olasılık ve İstatistik,Mühendislik Fakültesi,6,ÇAĞATAY EDEMEN,UG Tam,,MATH 103,"Bu dersin konuları olasılıksal modellerin ve istatistiksel yöntemlerin anlaşılması için olasılık temellerini vurgulayan olasılık kuramı ve istatistiğin tanıtılmasıdır. Ayrıca bu dersin konuları olasılık temel kuramları, venn şeması, ağaç şeması, temel kombinasyon, ayrık ve sürekli rassal değişkenler, yaygın olasılık dağılımları, verilen bir rassal değişkenin beklenen değeri, varyansı, momenti ve fonksiyonu, bileşik dağılımlı rassal değişkenlerin kovaryans ve korelasyonu ve merkezi limit kuramı ve temel tek değer tahminleme (nokta tahminleme), çeşitli betimsel istatistikler aracılığıyla veri analizi,  t-test, güven aralığı gibi çıkarımsal istatistik yöntemleridir.","Perşembe | 16:40 - 19:30
"
ME,111,A,Mühendislik Çizim ve Tasarımı,Mühendislik Fakültesi,6,RAMAZAN ÜNAL,UG Tam,,,"This course will focus on the two and three dimensional drawing of parts. Apart from this, computer aided part and assembly modeling is covered. Technical drawing standards, dimensioning, projections, section and perspective drawing, fundamentals of machine elements drawings, dimensional and position tolerances are among topics covered.","Cuma | 14:40 - 17:30
"
ME,202,A,Termodinamik,Mühendislik Fakültesi,6,MUSTAFA PINAR MENGÜÇ,UG Tam,,MATH 103 and PHYS 101,"In this course fundamentals of thermodynamics are taught. The principals of the energy conservation and the relationship between different energy modalities, including heat and work are discussed. The first and second law are introduced and applied to systems and control volumes. Property relationships for different solids, liquids and gases are covered. This background is extended to vapor and gas cycles used for different engineering applications. ","Salı | 14:40 - 16:30
Perşembe | 16:40 - 18:30
"
ME,211,A,Mühendislik Mekaniği: Statik,Mühendislik Fakültesi,4,ÖZKAN BEBEK,UG Tam,,PHYS 101 and MATH 103,"The course introduces the basic principles for equilibrium conditions of static rigid systems. The course covers vector quantities, force and moment, and equilibrium conditions. Other topics covered include structural analysis, truss systems, rods, shafts and cables, inner forces, distributed forces, friction, center of gravity, moment of inertia, and virtual work principles.","Salı | 08:40 - 10:30
Çarşamba | 08:40 - 10:30
"
ME,212,A,Katı Mekaniği,Mühendislik Fakültesi,6,POLAT ŞENDUR,UG Tam,,ME 211 and MATH 104,"This course introduces fundamental principles and methods of structural mechanics. Topics covered include: stresses and strains in structural elements, states of stress (shear, bending, torsion), statically indeterminate systems, displacements and deformations, deflections with simple loadings, superposition techniques, thermal stresses, combined stresses, Mohr’s circle, combined loadings, buckling, energy methods, elastic stability, and approximate methods.","Çarşamba | 08:40 - 10:30
Perşembe | 10:40 - 12:30
"
ME,256,A,Malzeme Bilimi,Mühendislik Fakültesi,6,HANDE ÖZTÜRK KAYMAKSÜT,UG Tam,ME 256L,CHEM 111,"Bu ders temel malzeme bilimi konularını lisans seviyesinde inceler. Konular arasında kristal yapılar, örgü kusurları, difüzyon, faz diagramları, mekanik özellikler, kırılma ve güçlendirme mekanizmaları yer alır. Belli başlı mekanik özelliklerin belirlenmesi için kullanılan ölçüm teknikleri tanıtılır ve tartışılır.","Pazartesi | 16:40 - 18:30
Salı | 16:40 - 18:30
"
ME,256L,A,Malzeme Bilimi - Lab.,Mühendislik Fakültesi,0,HANDE ÖZTÜRK KAYMAKSÜT,UG Tam,ME 256,,,"Çarşamba | 10:40 - 12:30
"
ME,256L,B,Malzeme Bilimi - Lab.,Mühendislik Fakültesi,0,HANDE ÖZTÜRK KAYMAKSÜT,UG Tam,ME 256,,,"Perşembe | 16:40 - 18:30
"
ME,300,A,Staj I,Mühendislik Fakültesi,2,ÖZKAN BEBEK,UG Tam,,SEC 201,"This summer internship is on the application of the manufacturing processes at a company where mechanical engineering practice is in the forefront. Students are required to complete a minimum of four-week (twenty workdays) practice as a full-time intern at the shop floor. Students are expected to practice manufacturing processes that are utilized in the factory, and experience the engineering critical-thinking processes first hand. ",
ME,301,A,Deneysel Mühendislik,Mühendislik Fakültesi,6,GÜNEY GÜVEN YAPICI,UG Tam,ME 301L,ME 112 and ME 212,"This course serves as an introduction to the principles of measurement and experimentation. Lectures will provide the student with important techniques used in measurement and experimentation, such as calibration and standards, measurement systems and sensors, and acqusition and analysis of experimental data. Experiments pertaining to fundamental mechanical measurements will be performed hands-on. Planning and documenting experiments are emphasized along with communication of results through presentations and technical reports. ","Salı | 14:40 - 16:30
"
ME,301L,A,Deneysel Mühendislik-Lab.,Mühendislik Fakültesi,0,GÜNEY GÜVEN YAPICI,UG Tam,ME 301,,,"Perşembe | 13:40 - 16:30
"
ME,301L,B,Deneysel Mühendislik-Lab.,Mühendislik Fakültesi,0,GÜNEY GÜVEN YAPICI,UG Tam,ME 301,,,"Çarşamba | 12:40 - 15:30
"
ME,311,A,Mühendislik Mekaniği: Dinamik,Mühendislik Fakültesi,6,REGAİP BARKAN UĞURLU,UG Tam,,ME 211,"The course covers the motion of moving rigid solids, and the relation between velocity, momentum and force. Topics covered include particle dynamics, linear and curvilinear motion, combination of motions, Newton’s laws, propulsion, momentum and angular momentum, solid dynamics, kinematics, Euler’s laws, and work and energy calculations.","Salı | 10:40 - 12:30
Perşembe | 08:40 - 10:30
"
ME,312,A,Makina Sistemleri ve Kontrol,Mühendislik Fakültesi,6,REGAİP BARKAN UĞURLU,UG Tam,,MATH 212 ve ME 211 ve (CS 100 veya CS 101 veya CS 104),"Fundamental characteristics of linear control systems, Laplace transformation and its application in analyzing mathematical models, mathematical modeling of mechanical systems via Lagrange’s method, dynamic time response curves of first and second order systems, state-space modeling of linear time invariant systems and stability analysis using Lyapunov’s method, root-locus-based analysis of linear systems, frequency response of linear systems and their stability analysis using Nyquist’s theorem, controller syntesis for linear systems using PD, PI and PID-type controllers.","Pazartesi | 08:40 - 10:30
Salı | 08:40 - 10:30
"
ME,323,A,"Isı Transferi: İletim, Taşınım ve Isınım",Mühendislik Fakültesi,6,MEHMED RAFET ÖZDEMİR,UG Tam,,ME 321,"In this course heat transfer fundamental will be taught. Fundamentals of conduction, convection, and radiation heat transfer will be dıscussed. Students will also have a brief exposure to numerical tools to utilize ın the case studies and term project.","Pazartesi | 10:40 - 12:30
Çarşamba | 10:40 - 12:30
"
ME,334,A,Makina Tasarımı,Mühendislik Fakültesi,6,POLAT ŞENDUR,UG Tam,ME 334R,ME 111 and ME 212 and ME 256,"This course covers the design principles in mechanical engineering. Topics covered include load analysis, bending and stability, stress testing, stress concentration, failure theories for ductile-brittle materials, the basic kinematic analysis of mechanisms such as four-bar mechanism and fatigue, impact, and cams. The course also covers the analysis and design of machine bodies such as connections, welding, springs and bearings, gears, spur gears, helical and conical gears, and endless screws as well as shafts, cams, pins, camshafts, couplings, clutches, brakes and flywheels, strap, chain and torque converters.  ","Pazartesi | 16:40 - 18:30
Çarşamba | 16:40 - 18:30
"
ME,334R,A,Makine Tasarımı  - Uygulama,Mühendislik Fakültesi,0,POLAT ŞENDUR,UG Tam,ME 334,,,"Perşembe | 14:40 - 16:30
"
ME,400,A,Staj II,Mühendislik Fakültesi,4,ÖZKAN BEBEK,UG Tam,,SEC 201,This lecture is the second part of the internship lecture series. This internship is on the application of the mechanical engineering knowledge to solve problems of a company.,
ME,401,A,Makina Mühendisliği Bitirme Projesi I,Mühendislik Fakültesi,4,ÖZGÜR ERTUNÇ,UG Tam,,ME 334 or ME 324,"Öğrencilere karmaşık bir sistem, sistem bileşeni, süreç, cihaz veya ürünü tasarlama ve gerçekleştirme becerilerini uygulayabilecekleri ME 401/402 tasarım projesi ders serisinin ilk aşamasıdır. Bu seride, öğrenciler bir makina tasarım projesini tamamlayarak önceki derslerde edindikleri bilgi ve becerilerini uygulama fırsatı sağlar. ME 401 dersinde, öğrenciler küçük gruplar halinde, bir öğretim üyesinin danışmanlığında çalışıp, bir cihaz, makina bileşenini, sistem, süreç  veya ürün tasarımını yaparlar. Projelerini, proje yönetimi tekniklerini ve uygun teknik araçları seçerek ve uygulayarak gerçekleştirirler. ","Salı | 13:40 - 16:30
"
ME,402,A,Makina Mühendisliği Bitirme Projesi II,Mühendislik Fakültesi,4,ÖZGÜR ERTUNÇ,UG Tam,,ME 401,"Öğrencilere karmaşık bir sistem, süreç, cihaz veya ürünü tasarlama ve gerçekleştirme becerisi kazandıracak ME 401/402 tasarım projesi ders serisinin ikinci aşamasıdır. Bu seride, öğrenciler bir makina tasarım projesini tamamlayarak önceki derslerde edindikleri bilgi ve becerilerini uygulama fırsatı sağlar. ME 402 dersinde, öğrenciler küçük gruplar halinde, bir öğretim üyesinin danışmanlığında çalışıp, bir cihaz, makina bileşenini, sistem, süreç veya ürün tasarımını bitirip gerçeklemesi, test edilmesi, ve dokümantasyonu üzerinde çalışırlar.",
ME,405,A,İnsan-Merkezli Tasarım ve Mekanizma Uygulamaları,Mühendislik Fakültesi,6,RAMAZAN ÜNAL,UG Tam,,ME 311 and ME 334,"Bu derste öğrenciler mühendislik bilgilerini insan gereksinimlerine odaklanan cihazlara uygular. Bu bağlamda, protez ve dış iskelet tasarımları ilgi alanıdır. Ders süresince özetle öğrenciler şunları yapabilir: mekanizmaların kinematik ve dinamik analizi, kavramsal tasarımlar ve tasarım amaçları için sistem modellemesi. Öğrenciler sonunda bilgilerini hem simülasyon ortamında hem de prototiplerle birkaç mekanizmaya uygularlar. Bu amaçla, öğrenciler ayrıca 3B yazıcıları kullanma, montaj tasarımı ve gerçekleştirme, ayrıca test ortamı tasarlama ve prototipleri değerlendirme konusunda deneyim ve bilgi kazanır.","Çarşamba | 09:40 - 12:30
"
ME,410,A,Turbomakine Tasarımı,Mühendislik Fakültesi,6,ALTUĞ MELİK BAŞOL,UG Tam,,ME 323,"Bu ders temel olarak enerji üretiminde ve havacılıkta kullanılan gaz türbini çevrimlerinin termodinamik analizini ve sahip olduğu temel bileşenlerinin aerotermodinamik tasarımını içerir. Gaz türbinlerinde kullanılan eksenel ve radyal turbomakinelerin performans özellikleri ile bunları etkileyen önemli boyutsuz parametreler incelenir. Sıkıştırılabilir turbomakine akışlarının 1-boyutlu aerotermodinamik analizi gerçekleştirilir. Turbomakine akışlarındaki farklı kayıp mekanizmaları incelenir ve bu kayıpların detaylı analizi için hesaplamalı akışkanlar dinamiğine dayalı yaklaşımlar kullanılır. Tasarımla ilgili olarak, turbomakinelerin çalışma karakteristikleri, temel turbomakine tasarım parametreleri ve onların performansa olan etkileri analitik ve sayısal hesaplama yöntemleri kullanılarak incelenir.","Pazartesi | 08:40 - 10:30
Salı | 08:40 - 10:30
"
ME,415,A,Veri Toplama ve Sayısal Kontrol,Mühendislik Fakültesi,6,ÖZKAN BEBEK,UG Tam,,ME 312 OR EE 491,"This course will introduce data acquisition (theory and practice), digital control of sampled data systems, stability tests, system simulation, digital filter structure, finite word length effects, limit cycles, state-variable feedback and state estimation, performance limitations of computer-controlled systems with respect to practical non-idealities, application of the capabilities to practical design cases. The course will require some use of computer-aided design with MATLAB","Pazartesi | 12:40 - 14:30
Pazartesi | 12:40 - 14:30
Çarşamba | 16:40 - 18:30
Çarşamba | 16:40 - 18:30
"
ME,419,A,Muhendisler icin Hesaplamali Metotlar,Mühendislik Fakültesi,6,ALTUĞ MELİK BAŞOL,UG Tam,,(CS 100 or CS 104) and MATH 212,"Bu ders öğrencilere  ∙ Hesaplamalı metotların modern mühendislik ve bilimsel uygulamalarından örnekler verir  ∙ Hesaplamalı metotların matematiksel temellerini gösterir.  ∙ Mühendislik problemlerinin çözümü için gerekli hesaplama stratejilerini gösterir ve bunları ısı transferi, akışkanlar dinamiği ve kati mekaniği problemlerinin çözümünde uygular.  ∙ Hesaplamalı metotların Matlab ile verimli şekilde programlanmasını gösterir ","Pazartesi | 10:40 - 12:30
Pazartesi | 10:40 - 12:30
Perşembe | 08:40 - 10:30
Perşembe | 08:40 - 10:30
"
ME,435,A,Malzemelerin Fiziksel Özellikleri,Mühendislik Fakültesi,6,HANDE ÖZTÜRK KAYMAKSÜT,UG Tam,,ME 256,"Bu ders malzemelerin ısıl, elektriksel, manyetik ve optik özelliklerinin detaylı incelenmesini amaçlamaktadır.Malzemelerin fiziksel özelliklerinin açıklanması için gereken temel fizik teorileri incelenir. Değişik malzeme sınıflarının benzerlik ve farklılıkları tartışılır. Belirli bir mühendislik problemi için gereken malzemenin, birçok özellik aynı anda optimize edilerek seçilmesi pratiği ele alınır ve gerçek mühendislik problemleri üzerinde örneklendirilir.","Salı | 10:40 - 13:30
"
MEC,396,A,Hesaplamalı Akışkanlar Dinamiği için Profesyonel Simulasyon Yazılımı Kullanımı (Sertifika Seçmeli),Mühendislik Fakültesi,4,ÖZGÜR ERTUNÇ,UG Tam,,(MATH 214 or ME 214)  and ME 321 and SEC 201,,"Pazartesi | 12:40 - 15:30
"
PHYS,101,A,Fizik I,Mühendislik Fakültesi,8,PARVIZ ELAHI,UG Tam,PHYS 101L,,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Salı | 10:40 - 12:30
Perşembe | 10:40 - 12:30
"
PHYS,101,B,Fizik I,Mühendislik Fakültesi,8,KAAN GÜVEN,UG Tam,PHYS 101L,,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Çarşamba | 10:40 - 12:30
Cuma | 10:40 - 12:30
"
PHYS,101,C,Fizik I,Mühendislik Fakültesi,8,PARVIZ ELAHI,UG Tam,PHYS 101L,,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Çarşamba | 14:40 - 16:30
Cuma | 14:40 - 16:30
"
PHYS,101,D,Fizik I,Mühendislik Fakültesi,8,KAAN GÜVEN,UG Tam,PHYS 101L,,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Salı | 10:40 - 12:30
Perşembe | 10:40 - 12:30
"
PHYS,101,E,Fizik I,Mühendislik Fakültesi,8,SUEDA SAYLAN,UG Tam,PHYS 101L,,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Çarşamba | 10:40 - 12:30
Cuma | 10:40 - 12:30
"
PHYS,101,F,Fizik I,Mühendislik Fakültesi,8,SUEDA SAYLAN,UG Tam,PHYS 101L,,"Bu ders mühendislik bölümleri öğrencileri için yüksek matematik tabanlı, giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır.","Çarşamba | 14:40 - 16:30
Cuma | 14:40 - 16:30
"
PHYS,101L,A1,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 10:40 - 12:30
"
PHYS,101L,A2,Fizik I - Lab.,Mühendislik Fakültesi,0,FATİH ILGIN,UG Tam,PHYS 101,,"Bu ders mühendislik bölümleri öğrencileri için giriş niteliğinde bir fizik dersidir ve kuvvet, madde ve hareket arasındaki ilişkileri inceleyen mekanik bilimi üzerine yoğunlaşmaktadır. Dersin ilk yarısı fizik olaylarının laboratuvar araçları ile kanıtlanmasına ayrılır. İkinci yarı ise “akran eğitimi” oturumları, fizik problemleri üzerine grup çalışması ve projeler içerir.","Çarşamba | 10:40 - 12:30
"
